cycle,ts,epoch,kind,start_deg,approach,multi_rev,cold,ok,home_err,switch,backlash,T,fw_ms,pass_spread,anomalies,msg
352,2026-07-10T20:48:17,f4bbc77,uniform-94.9,-94.39,1,0,0,1,79,1487,609,231,12561,0,,ok
353,2026-07-10T20:48:41,f4bbc77,uniform-79.9,-80.06,-1,0,0,1,-76,1448,462,231,12117,7,,ok
354,2026-07-10T20:49:01,f4bbc77,at-home,0.25,1,0,0,1,76,1496,609,231,10624,10,,ok
355,2026-07-10T20:49:22,f4bbc77,in-flag+,0.57,-1,0,0,1,-34,1464,735,231,18409,3,backlash-band,ok
356,2026-07-10T20:49:50,f4bbc77,in-flag-,-0.42,1,0,0,1,25,1486,588,231,10593,0,,ok
357,2026-07-10T20:50:18,f4bbc77,lead-edge,-1.64,-1,0,0,1,-27,1462,736,231,10536,2,backlash-band,ok
358,2026-07-10T20:50:47,f4bbc77,trail-edge,1.84,1,0,0,1,-42,1448,437,231,18231,7,,ok
359,2026-07-10T20:51:23,f4bbc77,wrap+0.5deg,0.77,-1,0,1,1,67,1498,611,231,23367,2,,ok
360,2026-07-10T20:51:56,f4bbc77,bound+179.9deg,179.96,1,0,0,1,-17,1487,762,231,14496,4,backlash-band,ok
361,2026-07-10T20:52:24,f4bbc77,bound-179.9deg,-179.86,-1,0,0,1,22,1512,612,231,14460,1,,ok
362,2026-07-10T20:52:45,f4bbc77,stay-at-park,-0.26,0,0,0,1,-6,1508,609,231,10679,6,,ok
363,2026-07-10T20:52:56,f4bbc77,uniform+72.6,72.78,-1,0,0,1,-87,1384,461,231,16617,10,,ok
364,2026-07-10T20:53:16,f4bbc77,uniform+87.6,87.99,1,0,0,1,-11,1422,436,232,16274,4,,ok
365,2026-07-10T20:53:40,f4bbc77,uniform+102.6,102.66,-1,0,0,1,67,1607,588,233,16213,4,,ok
366,2026-07-10T20:54:00,f4bbc77,uniform+117.6,117.59,1,0,0,1,-2,1535,588,232,15847,6,,ok
367,2026-07-10T20:54:23,f4bbc77,uniform+132.6,132.78,-1,0,0,1,-2,1559,514,232,15487,4,,ok
368,2026-07-10T20:54:44,f4bbc77,uniform+147.6,147.96,1,0,0,1,-2,1511,525,231,15120,5,,ok
369,2026-07-10T20:55:06,f4bbc77,uniform+162.6,162.6,-1,0,1,1,271,2941,1267,239,21558,2,backlash-band,ok
370,2026-07-10T20:55:33,f4bbc77,uniform+177.6,177.23,1,0,0,1,5,2941,1291,239,16505,0,backlash-band,ok
371,2026-07-10T20:55:55,f4bbc77,uniform-167.4,-167.18,-1,0,0,1,0,2967,1291,239,16179,2,backlash-band,ok
372,2026-07-10T20:56:17,f4bbc77,uniform-152.4,-152.36,1,0,0,1,-16,2996,1290,239,20628,31,backlash-band|pass-spread>25,ok
373,2026-07-10T20:56:43,f4bbc77,uniform-137.4,-137.3,-1,0,0,1,49,2693,1289,238,15064,6,backlash-band,ok
374,2026-07-10T20:57:02,f4bbc77,uniform-122.4,-122.29,1,0,0,1,-43,2967,1292,239,14974,1,backlash-band,ok
375,2026-07-10T20:57:22,f4bbc77,uniform-107.4,-106.96,-1,0,0,1,8,2942,1293,239,14636,0,backlash-band,ok
376,2026-07-10T21:02:25,anchorT,uniform-92.4,-91.52,1,0,1,1,4,1534,614,231,29283,2,,ok
377,2026-07-10T21:03:06,anchorT,uniform-77.4,-77.37,-1,0,1,1,-6,1533,611,231,18991,0,,ok
378,2026-07-10T21:03:28,anchorT,uniform-62.4,-62.0,1,0,1,1,-88,1435,437,231,28466,3,,ok
379,2026-07-10T21:04:00,anchorT,uniform-47.4,-47.19,-1,0,1,1,-8,1433,435,231,28144,1,,ok
380,2026-07-10T21:04:39,anchorT,uniform-32.4,-32.39,1,0,1,1,-2,1434,434,231,17824,3,,ok
381,2026-07-10T21:04:59,anchorT,uniform-17.4,-17.4,-1,0,1,1,1,1436,434,231,17479,4,,ok
382,2026-07-10T21:05:19,anchorT,uniform-2.4,-2.23,1,0,1,0,,0,0,231,43521,,,too many false flags
383,2026-07-10T21:11:22,anchorT2,uniform+12.6,12.48,-1,0,1,1,1,1483,612,231,24872,3,,ok
384,2026-07-10T21:11:56,anchorT2,uniform+27.6,27.93,1,0,1,1,14,1510,528,231,24526,4,,ok
385,2026-07-10T21:12:23,anchorT2,uniform+42.6,42.64,-1,0,1,1,-9,1510,535,231,24181,0,,ok
386,2026-07-10T21:12:55,anchorT2,uniform+57.6,57.87,1,0,1,1,18,1471,637,231,23867,8,,ok
387,2026-07-10T21:13:21,anchorT2,at-home,-0.03,-1,0,1,1,2,1461,657,231,25145,4,,ok
388,2026-07-10T21:13:56,anchorT2,in-flag+,1.06,1,0,1,1,-5,1484,609,231,25114,2,,ok
389,2026-07-10T21:14:23,anchorT2,in-flag-,-0.32,-1,0,1,1,1,1484,612,231,25155,2,,ok
390,2026-07-10T21:14:58,anchorT2,lead-edge,-1.39,1,0,1,1,-94,1459,447,231,25052,4,,ok
391,2026-07-10T21:15:25,anchorT2,trail-edge,1.76,-1,0,1,1,5,1462,459,231,25006,3,,ok
392,2026-07-10T21:15:59,anchorT2,wrap+0.5deg,0.57,1,0,1,1,32,1484,753,231,25204,2,backlash-band,ok
393,2026-07-10T21:16:27,anchorT2,bound+179.9deg,-179.95,-1,0,1,1,8,1486,756,231,21243,2,backlash-band,ok
394,2026-07-10T21:16:53,anchorT2,bound-179.9deg,-179.91,1,0,1,1,-2,1487,728,231,21242,0,backlash-band,ok
395,2026-07-10T21:17:20,anchorT2,stay-at-park,-0.38,0,0,1,1,25,1510,634,231,25186,2,,ok
396,2026-07-10T21:17:45,anchorT2,uniform-149.9,-149.79,1,0,1,1,-33,1508,761,231,20603,2,backlash-band,ok
397,2026-07-10T21:18:18,anchorT2,uniform-134.9,-134.83,-1,0,1,1,28,1534,612,231,20256,0,,ok
398,2026-07-10T21:18:45,anchorT2,uniform-119.9,-119.82,1,0,1,1,-27,1487,737,231,19912,2,backlash-band,ok
399,2026-07-10T21:19:43,anchorT2,uniform-104.9,-104.91,-1,-2,1,1,-3,1486,760,231,19606,2,backlash-band,ok
400,2026-07-10T21:20:34,anchorT2,uniform-89.9,-89.61,1,0,0,1,-4,1486,761,231,12511,2,backlash-band,ok
401,2026-07-10T21:20:50,anchorT2,uniform-74.9,-74.82,-1,0,0,1,0,1485,754,231,12199,2,backlash-band,ok
402,2026-07-10T21:21:05,anchorT2,uniform-59.9,-59.61,1,0,0,1,-9,1484,759,231,11852,4,backlash-band,ok
403,2026-07-10T21:21:20,anchorT2,uniform-44.9,-44.88,-1,0,0,1,-2,1485,755,231,11501,0,backlash-band,ok
404,2026-07-10T21:21:34,anchorT2,uniform-29.9,-29.89,1,0,0,1,5,1486,736,231,11191,1,backlash-band,ok
405,2026-07-10T21:21:47,anchorT2,uniform-14.9,-14.62,-1,0,0,1,-1,1487,735,231,10836,0,backlash-band,ok
406,2026-07-10T21:22:00,anchorT2,uniform+0.1,0.31,1,0,0,1,-14,1484,724,231,10634,4,backlash-band,ok
407,2026-07-10T21:22:13,anchorT2,uniform+15.1,15.47,-1,0,0,1,36,1533,633,231,18102,1,,ok
408,2026-07-10T21:22:33,anchorT2,uniform+30.1,30.29,1,0,0,1,-3,1485,635,230,17715,3,,ok
409,2026-07-10T21:23:00,anchorT2,uniform+45.1,45.29,-1,0,1,1,-76,1386,462,231,27875,15,,ok
410,2026-07-10T21:23:30,anchorT2,uniform+60.1,60.42,1,0,0,1,-8,1374,463,231,16860,2,,ok
411,2026-07-10T21:23:55,anchorT2,uniform+75.1,75.11,-1,0,0,1,48,1484,588,231,16693,2,,ok
412,2026-07-10T21:24:15,anchorT2,uniform+90.1,90.22,1,0,0,1,-5,1434,613,230,16328,6,,ok
413,2026-07-10T21:24:39,anchorT2,uniform+105.1,105.42,-1,0,0,1,6,1398,513,229,15932,5,,ok
414,2026-07-10T21:24:58,anchorT2,uniform+120.1,120.09,1,0,0,1,-1,1409,537,229,15603,9,,ok
415,2026-07-10T21:25:21,anchorT2,uniform+135.1,135.28,-1,0,0,1,30,1386,714,229,15379,3,backlash-band,ok
416,2026-07-10T21:25:41,anchorT2,uniform+150.1,150.2,1,0,0,1,-3,1374,732,229,15025,1,backlash-band,ok
417,2026-07-10T21:26:02,anchorT2,uniform+165.1,165.23,-1,0,0,1,-15,1398,635,229,14645,4,,ok
418,2026-07-10T21:26:21,anchorT2,uniform-179.9,-179.64,1,0,0,1,7,1386,727,229,14379,9,backlash-band,ok
419,2026-07-10T21:26:49,anchorT2,uniform-164.9,-164.52,-1,0,1,1,-13,1523,609,231,20897,2,,ok
420,2026-07-10T21:27:16,anchorT2,at-home,0.18,1,0,0,1,19,1510,686,231,10601,2,,ok
421,2026-07-10T21:27:36,anchorT2,in-flag+,1.03,-1,0,0,1,-110,1412,460,231,18228,6,,ok
422,2026-07-10T21:28:04,anchorT2,in-flag-,-0.25,1,0,0,1,107,1560,658,232,10651,3,,ok
423,2026-07-10T21:28:31,anchorT2,lead-edge,-1.47,-1,0,0,1,-120,1460,438,232,10455,4,,ok
424,2026-07-10T21:28:59,anchorT2,trail-edge,2.1,1,0,0,1,124,1636,662,233,22596,14,,ok
425,2026-07-10T21:29:39,anchorT2,wrap+0.5deg,0.48,-1,0,0,1,-38,1548,711,232,18476,6,backlash-band,ok
426,2026-07-10T21:30:07,anchorT2,bound+179.9deg,179.98,1,0,0,1,-90,1482,439,232,14335,4,,ok
427,2026-07-10T21:30:35,anchorT2,bound-179.9deg,-179.65,-1,0,0,1,92,1558,710,232,14545,2,backlash-band,ok
428,2026-07-10T21:30:55,anchorT2,stay-at-park,0.09,0,0,0,1,-3,1536,677,232,10725,2,,ok
429,2026-07-10T21:31:05,anchorT2,uniform-12.4,-12.18,-1,0,1,1,-2,1485,661,231,17533,2,,ok
430,2026-07-10T21:31:25,anchorT2,uniform+2.6,2.66,1,0,0,1,10,1535,585,231,18369,6,,ok
431,2026-07-10T21:31:46,anchorT2,uniform+17.6,17.71,-1,0,0,1,0,1485,606,230,18000,2,,ok
432,2026-07-10T21:32:13,anchorT2,uniform+32.6,32.71,1,0,0,1,-40,1348,534,230,17467,8,,ok
433,2026-07-10T21:32:32,anchorT2,uniform+47.6,48.08,-1,0,0,1,-3,1409,526,231,17214,8,,ok
434,2026-07-10T21:32:58,anchorT2,uniform+62.6,62.66,1,0,0,1,42,1535,613,232,17064,1,,ok
435,2026-07-10T21:33:18,anchorT2,uniform+77.6,77.84,-1,0,0,1,-3,1485,636,231,16691,0,,ok
436,2026-07-10T21:33:42,anchorT2,uniform+92.6,92.79,1,0,0,1,-38,1495,481,231,16293,8,,ok
437,2026-07-10T21:34:01,anchorT2,uniform+107.6,107.91,-1,0,0,1,8,1496,487,231,15964,6,,ok
438,2026-07-10T21:34:24,anchorT2,uniform+122.6,122.59,1,0,0,1,31,1532,740,231,15807,1,backlash-band,ok
439,2026-07-10T21:34:44,anchorT2,uniform+137.6,137.59,-1,0,1,1,0,1511,729,231,22209,0,backlash-band,ok
440,2026-07-10T21:35:13,anchorT2,uniform+152.6,152.76,1,0,0,1,7,1508,637,231,15042,2,,ok
441,2026-07-10T21:35:32,anchorT2,uniform+167.6,167.75,-1,0,0,1,-6,1508,632,231,14713,0,,ok
442,2026-07-10T21:35:53,anchorT2,uniform-177.4,-177.04,1,0,0,1,8,1510,633,231,14389,0,,ok
443,2026-07-10T21:36:12,anchorT2,uniform-162.4,-162.17,-1,0,0,1,-8,1496,612,231,18035,14,,ok
444,2026-07-10T21:36:35,anchorT2,uniform-147.4,-147.19,1,0,0,1,5,1510,636,231,13755,0,,ok
445,2026-07-10T21:36:54,anchorT2,uniform-132.4,-132.01,-1,0,0,1,-3,1499,631,231,13391,8,,ok
446,2026-07-10T21:37:11,anchorT2,uniform-117.4,-117.31,1,0,0,1,-11,1509,635,231,13066,1,,ok
447,2026-07-10T21:37:29,anchorT2,uniform-102.4,-102.0,-1,0,0,1,-1,1487,612,231,12725,3,,ok
448,2026-07-10T21:37:45,anchorT2,uniform-87.4,-87.16,1,0,0,1,1,1489,615,231,12383,2,,ok
449,2026-07-10T21:38:01,anchorT2,uniform-72.4,-72.4,-1,2,1,1,-5,1497,611,231,18827,10,,ok
450,2026-07-10T21:38:54,anchorT2,uniform-57.4,-57.38,1,0,0,1,-1,1498,635,231,11738,10,,ok
451,2026-07-10T21:39:09,anchorT2,uniform-42.4,-42.02,-1,0,0,1,-1,1508,635,231,11414,2,,ok
452,2026-07-10T21:39:22,anchorT2,uniform-27.4,-27.13,1,0,0,1,4,1509,636,231,11099,2,,ok
453,2026-07-10T21:39:36,anchorT2,at-home,0.39,-1,0,0,1,-94,1373,450,231,18154,2,,ok
454,2026-07-10T21:39:56,anchorT2,in-flag+,1.2,1,0,0,1,94,1583,640,232,10778,8,,ok
455,2026-07-10T21:40:16,anchorT2,in-flag-,-0.56,-1,0,0,1,-99,1361,452,231,14249,14,,ok
456,2026-07-10T21:40:40,anchorT2,lead-edge,-0.95,1,0,0,1,85,1572,636,232,10725,2,,ok
457,2026-07-10T21:41:00,anchorT2,trail-edge,1.79,-1,0,0,1,-23,1483,684,231,18371,4,,ok
458,2026-07-10T21:41:28,anchorT2,wrap+0.5deg,0.73,1,0,0,1,27,1522,637,231,10712,11,,ok
459,2026-07-10T21:41:56,anchorT2,bound+179.9deg,-179.83,-1,0,1,1,-15,1512,562,231,21205,2,,ok
460,2026-07-10T21:42:38,anchorT2,bound-179.9deg,-179.63,1,0,0,1,4,1495,613,231,18388,13,,ok
461,2026-07-10T21:43:26,anchorT2,stay-at-park,-0.19,0,0,0,1,-3,1508,633,231,10689,0,,ok
462,2026-07-10T21:43:37,anchorT2,uniform+125.1,125.25,1,0,0,1,-83,1373,463,231,15413,3,,ok
463,2026-07-10T21:43:56,anchorT2,uniform+140.1,140.51,-1,0,0,1,-3,1421,455,232,15170,4,,ok
464,2026-07-10T21:44:17,anchorT2,uniform+155.1,155.27,1,0,0,1,73,1584,634,233,15087,4,,ok
465,2026-07-10T21:44:37,anchorT2,uniform+170.1,170.05,-1,0,0,1,-2,1535,652,232,14728,6,,ok
466,2026-07-10T21:44:58,anchorT2,uniform-174.9,-174.57,1,0,0,1,2,1535,662,232,14364,1,,ok
467,2026-07-10T21:45:17,anchorT2,uniform-159.9,-159.89,-1,0,0,1,-10,1535,655,232,14048,2,,ok
468,2026-07-10T21:45:36,anchorT2,uniform-144.9,-144.77,1,0,0,1,-12,1534,661,232,13724,0,,ok
469,2026-07-10T21:45:55,anchorT2,uniform-129.9,-129.86,-1,0,1,1,1,1463,656,231,20104,0,,ok
470,2026-07-10T21:46:19,anchorT2,uniform-114.9,-114.54,1,0,0,1,3,1484,687,231,13025,4,,ok
471,2026-07-10T21:46:36,anchorT2,uniform-99.9,-99.77,-1,0,0,1,-9,1472,662,231,12665,8,,ok
472,2026-07-10T21:46:52,anchorT2,uniform-84.9,-84.53,1,0,0,1,-3,1462,661,231,12320,1,,ok
473,2026-07-10T21:47:08,anchorT2,uniform-69.9,-69.78,-1,0,0,1,-7,1458,684,231,11996,3,,ok
474,2026-07-10T21:47:23,anchorT2,uniform-54.9,-54.87,1,0,0,1,1,1461,686,231,11681,2,,ok
475,2026-07-10T21:47:37,anchorT2,uniform-39.9,-39.76,-1,0,0,1,3,1472,685,231,11368,6,,ok
476,2026-07-10T21:47:51,anchorT2,uniform-24.9,-24.58,1,0,0,1,-6,1461,660,231,11012,2,,ok
477,2026-07-10T21:48:04,anchorT2,uniform-9.9,-9.66,-1,0,0,1,5,1483,686,231,10721,5,,ok
478,2026-07-10T21:48:17,anchorT2,uniform+5.1,5.23,1,0,0,1,10,1511,562,231,18286,4,,ok
479,2026-07-10T21:48:37,anchorT2,uniform+20.1,20.14,-1,0,1,1,0,1511,562,231,24698,3,,ok
480,2026-07-10T21:49:11,anchorT2,uniform+35.1,35.51,1,0,0,1,8,1483,688,231,17605,4,,ok
481,2026-07-10T21:49:31,anchorT2,uniform+50.1,50.33,-1,0,0,1,7,1484,712,231,17308,4,backlash-band,ok
482,2026-07-10T21:49:56,anchorT2,uniform+65.1,65.1,1,0,0,1,-16,1486,633,231,16969,2,,ok
483,2026-07-10T21:50:16,anchorT2,uniform+80.1,80.48,-1,0,0,1,5,1510,637,231,16659,1,,ok
484,2026-07-10T21:50:40,anchorT2,uniform+95.1,95.29,1,0,0,1,-82,1448,438,231,16188,6,,ok
485,2026-07-10T21:50:59,anchorT2,uniform+110.1,110.27,-1,0,0,1,-12,1525,463,232,19904,16,,ok
486,2026-07-10T21:51:26,anchorT2,at-home,0.13,1,0,0,1,-1,1534,461,232,10555,8,,ok
487,2026-07-10T21:51:39,anchorT2,in-flag+,1.1,-1,0,0,1,65,1560,779,232,18523,1,backlash-band,ok
488,2026-07-10T21:52:00,anchorT2,in-flag-,-0.49,1,0,0,1,-56,1484,464,231,10467,4,,ok
489,2026-07-10T21:52:20,anchorT2,lead-edge,-1.3,-1,0,1,1,77,1510,637,231,25205,0,,ok
490,2026-07-10T21:52:54,anchorT2,trail-edge,1.74,1,0,0,1,-34,1510,796,231,18446,4,backlash-band,ok
491,2026-07-10T21:53:30,anchorT2,wrap+0.5deg,0.62,-1,0,0,1,-65,1385,460,231,22084,14,,ok
492,2026-07-10T21:54:01,anchorT2,bound+179.9deg,-179.76,1,0,0,1,106,1587,636,232,14529,4,,ok
493,2026-07-10T21:54:29,anchorT2,bound-179.9deg,-179.97,-1,0,0,1,-105,1396,459,231,14235,2,,ok
494,2026-07-10T21:54:49,anchorT2,stay-at-park,-0.58,0,0,0,1,0,1458,462,232,10442,6,,ok
